Word Pair,video_id,date
"('inteligentes', 'polticos')",7191651594096626949,2023-01-23T01:21:16.000Z
"('polticos', 'corruptos')",7191651594096626949,2023-01-23T01:21:16.000Z
"('polica', 'inicia')",7192371656470416646,2023-01-24T23:55:30.000Z
"('inicia', 'violencia')",7192371656470416646,2023-01-24T23:55:30.000Z
"('violencia', 'plaza')",7192371656470416646,2023-01-24T23:55:30.000Z
"('plaza', 'san')",7192371656470416646,2023-01-24T23:55:30.000Z
"('san', 'martn')",7192371656470416646,2023-01-24T23:55:30.000Z
"('martn', 'lanzar')",7192371656470416646,2023-01-24T23:55:30.000Z
"('lanzar', 'ms')",7192371656470416646,2023-01-24T23:55:30.000Z
"('ms', 'bombas')",7192371656470416646,2023-01-24T23:55:30.000Z
"('bombas', 'lacrimgenas')",7192371656470416646,2023-01-24T23:55:30.000Z
"('lacrimgenas', 'prohibida')",7192371656470416646,2023-01-24T23:55:30.000Z
"('prohibida', 'manifestacin')",7192371656470416646,2023-01-24T23:55:30.000Z
"('manifestacin', 'noticias')",7192371656470416646,2023-01-24T23:55:30.000Z
"('noticias', 'verdad')",7192371656470416646,2023-01-24T23:55:30.000Z
"('verdad', 'caracol')",7192371656470416646,2023-01-24T23:55:30.000Z
"('caracol', 'news')",7192371656470416646,2023-01-24T23:55:30.000Z
"('news', 'noticias')",7192371656470416646,2023-01-24T23:55:30.000Z
"('noticias', 'peru')",7192371656470416646,2023-01-24T23:55:30.000Z
"('peru', 'news')",7192371656470416646,2023-01-24T23:55:30.000Z
"('news', 'mundo')",7192371656470416646,2023-01-24T23:55:30.000Z
"('mundo', 'tercera')",7192371656470416646,2023-01-24T23:55:30.000Z
"('ms', 'novedades')",7192279822213680389,2023-01-24T17:59:06.000Z
"('novedades', 'canal')",7192279822213680389,2023-01-24T17:59:06.000Z
"('canal', 'youtube')",7192279822213680389,2023-01-24T17:59:06.000Z
"('usuarios', 'redes')",7198337188453518597,2023-02-10T01:44:48.000Z
"('respuesta', 'pnp')",7196487774151773446,2023-02-05T02:08:10.000Z
"('pnp', 'est')",7196487774151773446,2023-02-05T02:08:10.000Z
"('est', 'deteniendo')",7196487774151773446,2023-02-05T02:08:10.000Z
"('deteniendo', 'arbitrariamente')",7196487774151773446,2023-02-05T02:08:10.000Z
"('arbitrariamente', 'brigadistas')",7196487774151773446,2023-02-05T02:08:10.000Z
"('adems', 'detenciones')",7197030761210465542,2023-02-06T13:15:10.000Z
"('detenciones', 'arbitrarias')",7197030761210465542,2023-02-06T13:15:10.000Z
"('arbitrarias', 'ence')",7197030761210465542,2023-02-06T13:15:10.000Z
"('manifestantes', 'muestran')",7193900144587246853,2023-01-29T02:46:49.000Z
"('muestran', 'extraa')",7193900144587246853,2023-01-29T02:46:49.000Z
"('extraa', 'municin')",7193900144587246853,2023-01-29T02:46:49.000Z
"('municin', 'usara')",7193900144587246853,2023-01-29T02:46:49.000Z
"('usara', 'polica')",7193900144587246853,2023-01-29T02:46:49.000Z
"('momentos', 'estn')",7194148751391460613,2023-01-29T18:51:31.000Z
"('estn', 'moviendo')",7194148751391460613,2023-01-29T18:51:31.000Z
"('moviendo', 'detenidos')",7194148751391460613,2023-01-29T18:51:31.000Z
"('detenidos', 'ayer')",7194148751391460613,2023-01-29T18:51:31.000Z
"('ayer', 'comisara')",7194148751391460613,2023-01-29T18:51:31.000Z
"('comisara', 'cotabambas')",7194148751391460613,2023-01-29T18:51:31.000Z
"('cotabambas', 'rumbo')",7194148751391460613,2023-01-29T18:51:31.000Z
"('rumbo', 'desconocido')",7194148751391460613,2023-01-29T18:51:31.000Z
"('gomez', 'chambi')",7197496511809375494,2023-02-07T19:22:30.000Z
"('chambi', 'repblica')",7197496511809375494,2023-02-07T19:22:30.000Z
"('repblica', 'encerrona')",7197496511809375494,2023-02-07T19:22:30.000Z
"('encerrona', 'per')",7197496511809375494,2023-02-07T19:22:30.000Z
"('condenan', 'represin')",7195330447675510022,2023-02-01T23:17:04.000Z
"('ms', 'novedades')",7196310383370439941,2023-02-04T14:39:42.000Z
"('novedades', 'canal')",7196310383370439941,2023-02-04T14:39:42.000Z
"('canal', 'youtube')",7196310383370439941,2023-02-04T14:39:42.000Z
"('recin', 'pasa')",7200080024878320901,2023-02-14T18:27:52.000Z
